Job Title,Company,Location,Category,Expiry Date,Description,Source Site,Apply Email
EXECUTIVE DIRECTOR RECRUITING CONSULTANT,N/A,Zimbabwe,Management,"Expires August 8, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
STRATEGIC PLANNING AND DVELOPMENT CONSULTANT,N/A,Zimbabwe,Consulting,"Expires August 8, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
STATE ATTORNEY LEVEL 1 (DIRECTOR),OFFICE OF THE ATTORNEY-GENERAL,Harare,Management,"Expires August 9, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
FINANCE MANAGER,CHINHOYI UNIVERSITY OF TECHNOLOGY,Zimbabwe,IT & Technology,"Expires August 4, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
RGN,INTENSIVE CRITICAL CARE NURSE,Gweru,Other,"Expires July 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
RGN,MIDWIFE,Zimbabwe,Other,"Expires July 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
REGISTERED GENERAL NURSES,N/A,Zimbabwe,Healthcare,"Expires July 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
MEDICAL OFFICERS,N/A,Zimbabwe,Healthcare,"Expires July 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PHARMACIST,N/A,Zimbabwe,Healthcare,"Expires July 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
MARKETING EXECUTIVES,Zimbabwe Broadcasting Corporation,Harare,Sales & Marketing,"Expires July 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
TOWN CLERK,City of Gweru,Gweru,Administration,"Expires August 22, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PROCUREMENT CLERK,PETROZIM LINE (PVT.) LTD,Harare,Administration,"Expires July 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
IC TO FINANCE DIRECTOR,N/A,Zimbabwe,Finance & Banking,"Expires July 31, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ICT ATTACHEE,THE INSTITUTE OF CHARTERED ACCOUNTANTS OF ZIMBABWE,Zimbabwe,Other,"Expires July 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
HEAD BUSINESS DEVELOPMENT,Ulendo,Zimbabwe,NGO & Development,"Expires August 8, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SALES REPRESENTATIVE,THE RECRUITMENT COMPANY,Zimbabwe,Sales & Marketing,"Expires August 8, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SOCIAL MEDIA CONTENT CREATOR,N/A,Harare,NGO & Development,"Expires August 2, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
HR OFFICER,THE SUN,Zimbabwe,Human Resources,"Expires July 31, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
EXECUTIVE ASSISTANT,ZimboJobs,Zimbabwe,Administration,"Expires August 8, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
RECEPTION/ FRONT OFFICE,N/A,Zimbabwe,Administration,"Expires August 8, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CLIENT SERVICES CONSULTANT,LANCET,Zimbabwe,Consulting,"Expires August 4, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
OPERATIONS MANAGER,Parrogate Zimbabwe (PVT) Ltd,Harare,Management,"Expires August 16, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
EXECUTIVE ASSISTANT,N/A,Harare,Administration,"Expires August 8, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
MIXING OPERATOR,N/A,Zimbabwe,Other,"Expires July 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PROGRAMME MANAGEMENT SUPPORT,UNDP,Zimbabwe,Administration,"Expires August 8, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
TEAM LEAD,Mercy Corps,Zimbabwe,Other,"Expires August 8, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
MONITORING EVALUATION & RESILIENCE LEARNING MANAGER,Mercy Corps,Harare,Management,"Expires August 8, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
TEAM LEADER,MERCY CORPS,Zimbabwe,Management,"Expires August 8, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
AREA MANAGER,Mercy Corps,Zimbabwe,Management,"Expires August 8, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
LECTURER/PROFESSOR,MIDLANDS STATE UNIVERSITY,Gweru,Education & Training,"Expires August 7, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
MINING MANAGER,N/A,Zimbabwe,Management,"Expires August 7, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
MECHANIC,Marondera Rural District Council,Zimbabwe,Agriculture,"Expires July 15, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ECD TEACHER,Chisipite Junior School,Zimbabwe,Education & Training,"Expires July 28, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
GRADUATE TRAINEES CORPORATE FINANCE,BDO,Zimbabwe,Finance & Banking,"Expires August 7, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
FINANCIAL ANALYST,BDO,Zimbabwe,Finance & Banking,"Expires July 26, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
GRADUATE TRAINEE,BRIGHT REINSURANCE BROKERS,Zimbabwe,Finance & Banking,"Expires August 7, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PLUMBER,N/A,Zimbabwe,Other,"Expires July 31, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
STORE MANAGER,SmartHR,Zimbabwe,Management,"Expires July 27, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
BUSINESS MANAGEMENT/SALES AND MARKETIN,Victoria,Zimbabwe,Sales & Marketing,"Expires August 7, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
DOG HANDLERS,GOLDEN ARROWS SECURITY,Zimbabwe,Security,"Expires August 1, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ECD TEACHING ASSISTANT,N/A,Zimbabwe,Administration,"Expires July 28, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PERSONAL ASSISTANT,MINERALS MARKETING,Zimbabwe,Administration,"Expires August 13, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SALES / ACCOUNTS MANAGER,ZimboJobs,Zimbabwe,Finance & Banking,"Expires August 4, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
FORESTER,Allied Timbers Zimbabwe (Pvt) Ltd,Zimbabwe,Other,"Expires July 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
APPRENTICESHIP,IRVINE'S,Zimbabwe,Other,"Expires August 1, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
JUNIOR CHEF,RAINBOW TOURISM GROUP LIMITED,Zimbabwe,Other,"Expires July 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
RECEPTIONIST,N/A,Zimbabwe,Administration,"Expires July 24, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ARTISAN,Sandvik,Zimbabwe,Other,"Expires July 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
LECTURER/PROFESSOR,MIDLANDS STATE UNIVERSITY,Gweru,Education & Training,"Expires July 31, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
LECTURER/PROFESSOR,MIDLANDS STATE UNIVERSITY,Gweru,Education & Training,"Expires July 31, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
RELIABILITY ENGINEER,Sandvik,Zimbabwe,Engineering,"Expires July 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PLANNING CLERK,Sandvik,Zimbabwe,Administration,"Expires August 6, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
Administrative Intern,Accounting Background,Harare,Administration,"Expires July 26, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
WATCHMAN,Mutare Polytechnic,Mutare,IT & Technology,"Expires August 4, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
REFRIDGRATION & AIR CONDITIONING LECTURER,Mutare Polytechnic,Harare,Education & Training,"Expires August 4, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
MOTOR VEHICLE MECHANICS LECTURER,Mutare Polytechnic,Mutare,Education & Training,"Expires August 4, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CIVIL ENGINEERING LECTURER,Mutare Polytechnic,Mutare,Engineering,"Expires August 4, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
LOSS CONTROL OFFICER,c o t t c o,Zimbabwe,Administration,"Expires July 27, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
HUMAN RESOURCES OFFICER,St Giles MEDICAL REHABILITATION CENTRE,Zimbabwe,Human Resources,"Expires July 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
LEAF PRODUCTION OFFICER,N/A,Harare,Administration,"Expires July 22, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
FIELD OFFICER,TIAN ZE TOBACCO COMPANY,Zimbabwe,Administration,"Expires July 23, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CLASS 1 DRIVER,RESEARCH COUNCIL OF ZIMBABWE,Zimbabwe,Transportation & Logistics,"Expires August 3, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
TECNICAL OFFICER,RESEARCH COUNCIL OF ZIMBABWE,Zimbabwe,Administration,"Expires August 3, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
MARKETING EXECUTIVES,ZBC,Zimbabwe,Sales & Marketing,"Expires July 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
FINANCE & ADMINISTRATION MANAGER,St Giles MEDICAL REHABILITATION CENTRE,Zimbabwe,Finance & Banking,"Expires July 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PERSONAL ASSISTANT,COMMISSIONER'S OFFICE,Zimbabwe,Administration,"Expires August 1, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
OPERATIONS MANAGER,National Cranes & Equipments,Zimbabwe,Management,"Expires July 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
DRILL RIG SUPERVISOR,Mining Promotion Corporation,Zimbabwe,Management,"Expires July 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
GEOLOGY GEOTECHNICIAN,Mining Promotion Corporation,Zimbabwe,Sales & Marketing,"Expires July 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PROJECT GEOLOGIST,Mining Promotion Corporation,Zimbabwe,Sales & Marketing,"Expires July 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PROCUREMENT OFFICER,MUNICIPALITY OF REDCLIFF,Zimbabwe,Administration,"Expires August 6, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SENIOR NURSING OFFICER,MUNICIPALITY OF REDCLIFF,Zimbabwe,Healthcare,"Expires August 6, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
DEBT COLLECTION MANAGER,MUNICIPALITY OF REDCLIFF,Zimbabwe,Management,"Expires August 6, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
TRAFFIC OFFICER,ZBC,Harare,Administration,"Expires July 21, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CHIEF FINANCE OFFICER,N/A,Zimbabwe,Finance & Banking,"Expires July 31, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
DEPUTY AUDITOR GENERAL,THE OFFICE OF THE AUDITOR-GENERAL,Harare,Finance & Banking,"Expires July 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
MINING CONTRACTS MANAGER,ZIMASCO,Zimbabwe,Management,"Expires August 4, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CHIEF EXECUTIVE OFFICER,N/A,Mutare,Management,"Expires July 31, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
BUILDING INSPECTOR,MUZARABANI RURAL DISTRICT COUNCIL,Zimbabwe,Agriculture,"Expires August 4, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ASSISTANT EXECUTIVE OFFICER HUMAN RESOURCES AND ADMINISTRATION,MUZARABANI RURAL DISTRICT COUNCIL,Zimbabwe,Administration,"Expires August 4, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
TEACHER COMPUTER AIDED DESIGN,N/A,Bulawayo,Education & Training,"Expires August 1, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
OFFICE CLEANER,Island Hospice and Healthcare,Zimbabwe,Healthcare,"Expires July 18, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CRANE OPERATOR,N/A,Zimbabwe,Other,"Expires July 22, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ALKALINE MIXING OPERATOR,Prospect Lithium Zimbabwe,Bulawayo,Other,"Expires July 17, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
DRIVER,Bradley Gardens Lodge,Zimbabwe,Transportation & Logistics,"Expires July 18, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
FINANCE OFFICER,Development Aid from People to People,Zimbabwe,Finance & Banking,"Expires July 21, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
MARKETING & JOURNALISM,ataraxia,Zimbabwe,Sales & Marketing,"Expires July 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
POST FREELANCE SALES AGENT,THE AUTOMOBILE ASSOCIATION OF ZIMBABWE,Zimbabwe,Sales & Marketing,"Expires July 31, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PAYROLL & HR SOLUTIONS,CorePay,Zimbabwe,Finance & Banking,"Expires July 22, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
HOSPITALITY AND TOURISM,LORIMAK AFRICA,Zimbabwe,Healthcare,"Expires July 18, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
GENERAL MANAGER,LORIMAK AFRICA,Zimbabwe,Management,"Expires July 22, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
IT SYSTEM DEVELOPER,Gala-Way Recruitment Services,Harare,IT & Technology,"Expires July 22, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ROAD FREIGHT COORDINATOR,Gala-Way Recruitment Services,Zimbabwe,Human Resources,"Expires July 22, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
MARKETING MANAGER,EPZ GLOBAL INDUSTRIAL PSYCHOLOGICAL SERVICES,Zimbabwe,Sales & Marketing,"Expires July 21, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CLEARING COORDINATOR,Gala-Way Recruitment,Zimbabwe,Human Resources,"Expires July 22, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PRODUCTION CONTROLLER/ SUPERVISOR,BAKER'S INN,Zimbabwe,Management,"Expires July 21, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CHANNEL MANAGER,Ulendo,Zimbabwe,Management,"Expires August 1, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
LOSS CONTROL OFFICER,N/A,Zimbabwe,Administration,"Expires July 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SKILLS DEVELOPMENT OFFICER,ZERA,Zimbabwe,NGO & Development,"Expires July 21, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
BROKER,STF,Zimbabwe,Other,"Expires July 31, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
FIRE FIGHTER,N/A,Zimbabwe,Other,"Expires July 28, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
GRADUATE TRAINEE ACCOUNTING,Technon Consulting International,Zimbabwe,Finance & Banking,"Expires July 23, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ASSISTANT AUTO ELECTRICIAN,Allied Timbers Zimbabwe,Mutare,Administration,"Expires July 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PLANTATION FORESTERS,Allied Timbers Zimbabwe,Zimbabwe,Other,"Expires July 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
HUMAN RESOURCES INTERN,Breckridge Investment,Zimbabwe,Human Resources,"Expires July 20, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
DRIVER,BRADLEY GARDENS LODGE,Zimbabwe,Transportation & Logistics,"Expires July 18, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ADMINISTRATOR,N/A,Zimbabwe,Administration,"Expires July 23, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
TECHNICIAN,Croco Motors,Bulawayo,Other,"Expires July 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
HUMAN RESOURCES,Nedbank Zimbabwe,Zimbabwe,Human Resources,"Expires July 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ASSOCIATE PROFESSOR/PROFESSOR,MIDLANDS STATE UNIVERSITY,Gweru,Education & Training,"Expires July 23, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
LECTURER/SENIOR LECTURER,MIDLANDS STATE UNIVERSITY,Gweru,Education & Training,"Expires July 23, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
FINANCE ASSOCIATE,World Bank,Harare,Finance & Banking,"Expires July 31, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
TRAVEL CONSULTANT,N/A,Zimbabwe,Consulting,"Expires July 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SENIOR TRAVEL CONSULTANT,N/A,Zimbabwe,Consulting,"Expires July 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SALES MANAGER,N/A,Zimbabwe,Sales & Marketing,"Expires July 18, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CHEMIST/POLYMER TECHNICAN,Lg Plast Africa,Zimbabwe,Other,"Expires July 18, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
IT MANAGER,ZimboJobs,Harare,Management,"Expires July 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PAINTER,N/A,Harare,Other,"Expires July 20, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
DISPATCH ASSISTANTS / PACKER,N/A,Zimbabwe,Administration,"Expires July 20, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
BAG / POUCH MAKING MACHINE OPERATORS,N/A,Zimbabwe,Other,"Expires July 20, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
RAW MATERIAL AND INKS STOREMEN,N/A,Zimbabwe,Other,"Expires July 20, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SLITTER / REWINDER OPERATOR,N/A,Harare,Other,"Expires July 20, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ARTISAN / GRAVURE PRINTING MACHINE MINDERS,N/A,Zimbabwe,Other,"Expires July 20, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
QUALITY ASSURANCE INSPECTOR,N/A,Masvingo,Other,"Expires July 20, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
FINANCE MANAGER,APRI,Zimbabwe,Finance & Banking,"Expires July 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
TOLLING DRIVER,ZINARA,Zimbabwe,Transportation & Logistics,"Expires July 28, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
GENERAL NURSE,LANCET,Zimbabwe,Healthcare,"Expires July 21, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
OPERATIONS CLERK,CROSS COUNTRY,Zimbabwe,Administration,"Expires July 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ACCOUNTS/AUDIT INTERN,SAFEL INSURANCE,Zimbabwe,Finance & Banking,"Expires July 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ASSISTANT ACCOUNTANT,FLOOR & WALL FINISHES,Harare,Finance & Banking,"Expires July 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
AUDITOR,Doves Holdings,Zimbabwe,Finance & Banking,"Expires July 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
DEPUTY AUDITOR,N/A,Harare,Finance & Banking,"Expires July 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CHANNEL MANAGER,Ulendo,Zimbabwe,Management,"Expires August 1, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CREDIT OFFICER,Zimnat Financial Services,Zimbabwe,Finance & Banking,"Expires July 19, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SURVEY ASSISTANT,CeSHHAR,Zimbabwe,Administration,"Expires July 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
